ID_CLIENTE,SAFRA_REF,PROBABILIDADE_INADIMPLENCIA
3632378524835692731,2021-07-01,0.027616967783441276
3632378524835692731,2021-07-01,0.042027333030145525
2033394215069562776,2021-07-01,0.07212476687598725
2033394215069562776,2021-07-01,0.07212476687598725
2033394215069562776,2021-07-01,0.07212476687598725
2033394215069562776,2021-07-01,0.07212476687598725
3285246914299291124,2021-07-01,0.01331732279476435
3285246914299291124,2021-07-01,0.012975888547762382
3285246914299291124,2021-07-01,0.013758667036304868
3285246914299291124,2021-07-01,0.014941234448021319
2929243640075785940,2021-07-01,0.03281807417153807
2929243640075785940,2021-07-01,0.03396604169169088
2929243640075785940,2021-07-01,0.02847228994404667
2929243640075785940,2021-07-01,0.03396604169169088
2929243640075785940,2021-07-01,0.02662713555941437
2407532237672094312,2021-07-01,0.0017895516263446629
2407532237672094312,2021-07-01,0.0038564819441398485
2407532237672094312,2021-07-01,0.010396464177115265
5635781225931111684,2021-07-01,0.06866878788173854
5635781225931111684,2021-07-01,0.06775347439082394
1235244772550233980,2021-07-01,0.026464409943526602
1235244772550233980,2021-07-01,0.029177056272357445
1235244772550233980,2021-07-01,0.058018503410223105
4365965554261111250,2021-07-01,0.22949466265290588
5162636608292907782,2021-07-01,0.07256357501709106
8248484932270772248,2021-07-01,0.11978530042201345
924957821424248698,2021-07-01,0.00813082316468881
924957821424248698,2021-07-01,0.00816743715911396
924957821424248698,2021-07-01,0.00816743715911396
6828316696355015040,2021-07-01,0.06733024669680159
8409181491723988567,2021-07-01,0.0029167899203144908
8409181491723988567,2021-07-01,0.0029167899203144908
8409181491723988567,2021-07-01,0.14528931537121975
8409181491723988567,2021-07-01,0.010636033398804635
4532469127306079736,2021-07-01,0.024324243254196114
7664272163315705419,2021-07-01,0.027232150338849414
7664272163315705419,2021-07-01,0.056941123594097455
9206030810342980458,2021-07-01,0.012013694307127353
9206030810342980458,2021-07-01,0.013849774017651384
9206030810342980458,2021-07-01,0.01924423527188406
5810778736737569699,2021-07-01,0.025851338105587776
5810778736737569699,2021-07-01,0.04773082360500915
1366416810235233769,2021-07-01,0.03149772588216933
1366416810235233769,2021-07-01,0.032933111438646676
1366416810235233769,2021-07-01,0.048491099265477206
1366416810235233769,2021-07-01,0.26605568066921875
1366416810235233769,2021-07-01,0.03645606552487999
1366416810235233769,2021-07-01,0.036036264424875356
8067924767167570288,2021-07-01,0.03973314930507318
7908414709866823255,2021-07-01,0.022494403426093715
7908414709866823255,2021-07-01,0.022860094120562842
7908414709866823255,2021-07-01,0.023958450294601634
7908414709866823255,2021-07-01,0.023958450294601634
8994944800097997361,2021-07-01,0.008397410891775264
8994944800097997361,2021-07-01,0.010838455242823827
6950439982480713649,2021-07-01,0.26266721099399604
6950439982480713649,2021-07-01,0.26266721099399604
8901696535927078963,2021-07-01,0.045467315817022014
8901696535927078963,2021-07-01,0.04526613524515344
8901696535927078963,2021-07-01,0.045467315817022014
8901696535927078963,2021-07-01,0.045467315817022014
8901696535927078963,2021-07-01,0.04708568894099752
8901696535927078963,2021-07-01,0.05878041292818106
8901696535927078963,2021-07-01,0.06463838252111284
6204723742351094322,2021-07-01,0.4404690510587563
3095408468798675621,2021-07-01,0.01703177910566379
3095408468798675621,2021-07-01,0.01693900901831275
7722287846688771887,2021-07-01,0.04491154760076883
312543480920432545,2021-07-01,0.8538482894244418
312543480920432545,2021-07-01,0.01713086804478114
312543480920432545,2021-07-01,0.01582200261826281
6394935036014530592,2021-07-01,0.010373310068853581
6394935036014530592,2021-07-01,0.02500885071348478
3281617395243454427,2021-07-01,0.020802584176998918
1115703227712697214,2021-07-01,0.052266746647185586
1115703227712697214,2021-07-01,0.052266746647185586
8185063234515056194,2021-07-01,0.0024881033013030673
8185063234515056194,2021-07-01,0.005306304064718529
8185063234515056194,2021-07-01,0.006019174238904756
8185063234515056194,2021-07-01,0.0024881033013030673
8185063234515056194,2021-07-01,0.02386378928188343
7492389223353246125,2021-07-01,0.017117567831039335
7492389223353246125,2021-07-01,0.3622769762966216
7492389223353246125,2021-07-01,0.03821501494560126
6217788509719675691,2021-07-01,0.1312845237841172
6217788509719675691,2021-07-01,0.03426580595996864
8716163053080758848,2021-07-01,0.04170765866291459
8716163053080758848,2021-07-01,0.035855290604442334
8716163053080758848,2021-07-01,0.03878883230957061
8716163053080758848,2021-07-01,0.042264989958159804
8716163053080758848,2021-07-01,0.035855290604442334
8716163053080758848,2021-07-01,0.05790676568041417
324916756972236008,2021-07-01,0.034262892242719174
324916756972236008,2021-07-01,0.437808786038466
324916756972236008,2021-07-01,0.02860286148458125
324916756972236008,2021-07-01,0.031870256887145204
324916756972236008,2021-07-01,0.02860286148458125
324916756972236008,2021-07-01,0.038427551733707786
7269781193318890653,2021-07-01,0.02072639643546329
7269781193318890653,2021-07-01,0.028334870190065378
6784879562354696650,2021-07-01,0.007843806090371901
8229446069655666941,2021-07-01,0.9818314658640799
8229446069655666941,2021-07-01,0.24843144267144357
4972567100282306577,2021-07-01,0.046754649585630574
5864443060004179363,2021-07-01,0.03532602312423398
5864443060004179363,2021-07-01,0.02433759166491241
5864443060004179363,2021-07-01,0.35390083128358146
5864443060004179363,2021-07-01,0.0357804936177013
5864443060004179363,2021-07-01,0.03532602312423398
2439954154030259398,2021-07-01,0.008545651986926384
8623308321032624474,2021-07-01,0.04337776466866122
8623308321032624474,2021-07-01,0.8876643678621872
8623308321032624474,2021-07-01,0.0913381357872269
4524147234488547993,2021-07-01,0.029562194232125315
4524147234488547993,2021-07-01,0.029562194232125315
4524147234488547993,2021-07-01,0.0301751603725153
6987942592445950913,2021-07-01,0.011029124508675395
6987942592445950913,2021-07-01,0.008981336737690651
6987942592445950913,2021-07-01,0.011821848457676247
6987942592445950913,2021-07-01,0.011821848457676247
8684964138237894839,2021-07-01,0.006728914227900366
6582676833651678345,2021-07-01,0.014515957694060545
6582676833651678345,2021-07-01,0.012257848617532971
6582676833651678345,2021-07-01,0.012208571033275535
6582676833651678345,2021-07-01,0.014515957694060545
6582676833651678345,2021-07-01,0.014515957694060545
6582676833651678345,2021-07-01,0.014515957694060545
6582676833651678345,2021-07-01,0.017881438854852334
6582676833651678345,2021-07-01,0.012208571033275535
1036256411320325774,2021-07-01,0.059642552685585715
1036256411320325774,2021-07-01,0.07498276489557466
968199235777440720,2021-07-01,0.002287183136247178
968199235777440720,2021-07-01,0.002287183136247178
968199235777440720,2021-07-01,0.002287183136247178
968199235777440720,2021-07-01,0.002287183136247178
968199235777440720,2021-07-01,0.0024835279270208183
968199235777440720,2021-07-01,0.002287183136247178
968199235777440720,2021-07-01,0.004681842210317651
968199235777440720,2021-07-01,0.007137055180843664
6916556752218696485,2021-07-01,0.009844071907474865
6916556752218696485,2021-07-01,0.016570575209632454
6916556752218696485,2021-07-01,0.013011533037110157
6916556752218696485,2021-07-01,0.013992238796362338
6916556752218696485,2021-07-01,0.010720997194904915
6916556752218696485,2021-07-01,0.013011533037110157
6916556752218696485,2021-07-01,0.011749020927372232
6916556752218696485,2021-07-01,0.013011533037110157
6916556752218696485,2021-07-01,0.009844071907474865
6916556752218696485,2021-07-01,0.011859378935801463
6916556752218696485,2021-07-01,0.013992238796362338
6916556752218696485,2021-07-01,0.011859378935801463
6030285068945261052,2021-07-01,0.013384259723759033
6030285068945261052,2021-07-01,0.015150782247099082
6030285068945261052,2021-07-01,0.33453012017008316
6030285068945261052,2021-07-01,0.022178772531717208
6030285068945261052,2021-07-01,0.02159041856961787
8463871205935856285,2021-07-01,0.008361294672577714
4071158585850879204,2021-07-01,0.007717577758415601
4071158585850879204,2021-07-01,0.011097577906807918
4071158585850879204,2021-07-01,0.31834403124612554
3218226066162129945,2021-07-01,0.009664017173532966
4679462479444735708,2021-07-01,0.028763393541272657
4679462479444735708,2021-07-01,0.023020861080571713
4679462479444735708,2021-07-01,0.02619120470511226
4679462479444735708,2021-07-01,0.02619120470511226
4679462479444735708,2021-07-01,0.02619120470511226
4679462479444735708,2021-07-01,0.02602008153398401
4724876423989598202,2021-07-01,0.01667260361148127
4724876423989598202,2021-07-01,0.016785130358855635
4724876423989598202,2021-07-01,0.024291226331646883
2128970218770090704,2021-07-01,0.7883588073484874
2128970218770090704,2021-07-01,0.450448734977084
2128970218770090704,2021-07-01,0.45024751940930285
1003144834589372198,2021-07-01,0.014559594533451509
1003144834589372198,2021-07-01,0.014035648236807662
9127318190908282126,2021-07-01,0.005313030579011764
9127318190908282126,2021-07-01,0.008652530762503767
8163895533020293251,2021-07-01,0.8332823735518328
8163895533020293251,2021-07-01,0.834349718619117
8163895533020293251,2021-07-01,0.7795734958469863
5794903898038236832,2021-07-01,0.07748991957958165
5794903898038236832,2021-07-01,0.1489606778540066
3960251564708868781,2021-07-01,0.0039381847416103824
3960251564708868781,2021-07-01,0.0039381847416103824
3960251564708868781,2021-07-01,0.0039381847416103824
3960251564708868781,2021-07-01,0.0039381847416103824
3960251564708868781,2021-07-01,0.0039381847416103824
5888474320320735000,2021-07-01,0.9154640174552588
5888474320320735000,2021-07-01,0.9154640174552588
5888474320320735000,2021-07-01,0.9203328524848389
761746217261797478,2021-07-01,0.01164867895266311
761746217261797478,2021-07-01,0.012736235000314514
1507697130807703164,2021-07-01,0.014702898969179746
9184785003280841216,2021-07-01,0.25640387956093724
9184785003280841216,2021-07-01,0.25055407609598
9184785003280841216,2021-07-01,0.3337865451875879
1182975716201409626,2021-07-01,0.07010045657788803
1182975716201409626,2021-07-01,0.6171315879020304
1182975716201409626,2021-07-01,0.07868227787152084
1182975716201409626,2021-07-01,0.07868227787152084
1182975716201409626,2021-07-01,0.07010045657788803
5369576709077493659,2021-07-01,0.15261733010512674
3472934456083131714,2021-07-01,0.04413982413637894
717981637594591016,2021-07-01,0.010654583357292479
717981637594591016,2021-07-01,0.29335780108312765
717981637594591016,2021-07-01,0.010623139965153692
717981637594591016,2021-07-01,0.010654583357292479
8255085612985072878,2021-07-01,0.014794685090187866
8255085612985072878,2021-07-01,0.025754801562442264
7751080728852739823,2021-07-01,0.05490035806403488
7751080728852739823,2021-07-01,0.6314475527984741
4347826483121154490,2021-07-01,0.007861220944376034
4347826483121154490,2021-07-01,0.010012979211816868
4347826483121154490,2021-07-01,0.015786732246421097
4347826483121154490,2021-07-01,0.010012979211816868
4347826483121154490,2021-07-01,0.015786732246421097
4347826483121154490,2021-07-01,0.007861220944376034
4347826483121154490,2021-07-01,0.010012979211816868
4347826483121154490,2021-07-01,0.01179988963493455
4347826483121154490,2021-07-01,0.013282044424300296
2214132103234633622,2021-07-01,0.008127739326451376
2214132103234633622,2021-07-01,0.0073793383598010805
2214132103234633622,2021-07-01,0.0072530105791508565
2214132103234633622,2021-07-01,0.0072530105791508565
2214132103234633622,2021-07-01,0.0072530105791508565
410843023337872279,2021-07-01,0.02974298598610003
2022367282554149730,2021-07-01,0.04454393730983727
2022367282554149730,2021-07-01,0.04559343304274786
7637066986811047950,2021-07-01,0.009874739128946632
7637066986811047950,2021-07-01,0.01987882145114323
7637066986811047950,2021-07-01,0.01944915324584235
86110062990790869,2021-07-01,0.007598385293522679
5304536516981778801,2021-07-01,0.006076198530275329
5304536516981778801,2021-07-01,0.010656805574734479
5304536516981778801,2021-07-01,0.011283400586333318
3829967475074118757,2021-07-01,0.9193726681410821
3829967475074118757,2021-07-01,0.9277211947309562
7444686668183702737,2021-07-01,0.018254902780486963
7444686668183702737,2021-07-01,0.02479621153859842
682352428813668634,2021-07-01,0.02065960368026123
682352428813668634,2021-07-01,0.02266687283993743
682352428813668634,2021-07-01,0.022524675698963183
682352428813668634,2021-07-01,0.03332304037044917
682352428813668634,2021-07-01,0.02715677714588037
682352428813668634,2021-07-01,0.027327398981079557
7613717984547031729,2021-07-01,0.03181373845010039
7910340581026492945,2021-07-01,0.013807452310272274
7910340581026492945,2021-07-01,0.014024207788192734
7910340581026492945,2021-07-01,0.13664217149718164
6352592240901579272,2021-07-01,0.06475743272093627
5574997762710520717,2021-07-01,0.015286589026217736
5574997762710520717,2021-07-01,0.014309791081608687
8939476669690489534,2021-07-01,0.0647597592991662
107343823625119033,2021-07-01,0.024925221101281564
6349142675790687765,2021-07-01,0.8797751097349524
6349142675790687765,2021-07-01,0.8808456210420442
6349142675790687765,2021-07-01,0.8807212504119489
5067621068959932809,2021-07-01,0.1825872652824292
5067621068959932809,2021-07-01,0.1825872652824292
5067621068959932809,2021-07-01,0.1825872652824292
5067621068959932809,2021-07-01,0.17618983452766723
5067621068959932809,2021-07-01,0.35682728531197316
2397171153213063761,2021-07-01,0.03690238231373785
2397171153213063761,2021-07-01,0.04695300203682412
2397171153213063761,2021-07-01,0.04402053939141972
2397171153213063761,2021-07-01,0.018326192019514385
2397171153213063761,2021-07-01,0.03690238231373785
8195468623809753777,2021-07-01,0.01448112557153976
8195468623809753777,2021-07-01,0.02779444170075613
8195468623809753777,2021-07-01,0.028165967860111777
8195468623809753777,2021-07-01,0.03118379727882123
6271697692808086495,2021-07-01,0.024924660942788748
5176940320835464459,2021-07-01,0.028482001604377832
5176940320835464459,2021-07-01,0.02359604072264656
5176940320835464459,2021-07-01,0.02359604072264656
5176940320835464459,2021-07-01,0.04678642632726958
5176940320835464459,2021-07-01,0.028482001604377832
5176940320835464459,2021-07-01,0.05257347420697563
5176940320835464459,2021-07-01,0.027877178157741038
4342146186255136598,2021-07-01,0.0012868735508315872
4342146186255136598,2021-07-01,0.0006267963852715906
4342146186255136598,2021-07-01,0.015277820820661953
4795152981525833467,2021-07-01,0.014719054392829216
4795152981525833467,2021-07-01,0.021364351446789658
4795152981525833467,2021-07-01,0.021364351446789658
4795152981525833467,2021-07-01,0.024951871975502134
4795152981525833467,2021-07-01,0.021364351446789658
5714540197488862003,2021-07-01,0.7428052883168257
5714540197488862003,2021-07-01,0.9917603099973501
5714540197488862003,2021-07-01,0.7308119937158195
6012031176108922616,2021-07-01,0.03366681515136004
1998941557906036376,2021-07-01,0.015058678170978506
5558533999208199371,2021-07-01,0.8998794748410862
8464809590757561185,2021-07-01,0.019518827029257963
8464809590757561185,2021-07-01,0.014428932639153864
8464809590757561185,2021-07-01,0.013976533171049773
8464809590757561185,2021-07-01,0.02407238255721446
6721448955097663572,2021-07-01,0.022223011635329085
6721448955097663572,2021-07-01,0.015582550748097319
6721448955097663572,2021-07-01,0.02578009471313906
5225029212547588718,2021-07-01,0.07322415771176052
5225029212547588718,2021-07-01,0.03248841289451976
5225029212547588718,2021-07-01,0.02794981942414123
8926565682509268383,2021-07-01,0.008937970690946087
8926565682509268383,2021-07-01,0.00836502218901518
8926565682509268383,2021-07-01,0.008947378568783493
8926565682509268383,2021-07-01,0.008947378568783493
8926565682509268383,2021-07-01,0.00836502218901518
8926565682509268383,2021-07-01,0.00984774545868922
8926565682509268383,2021-07-01,0.016835615364991344
2983174282784691273,2021-07-01,0.042239136505337636
2983174282784691273,2021-07-01,0.8160912505274217
8536031856585966123,2021-07-01,0.2799716644511475
8536031856585966123,2021-07-01,0.265093888530646
8536031856585966123,2021-07-01,0.7947755919389552
8536031856585966123,2021-07-01,0.7947755919389552
8536031856585966123,2021-07-01,0.7947755919389552
7696655736121386405,2021-07-01,0.08603010847871748
7696655736121386405,2021-07-01,0.09995917352204549
7750874287225529604,2021-07-01,0.07357430268908381
7750874287225529604,2021-07-01,0.08270501408556605
7750874287225529604,2021-07-01,0.11901463534330835
8013668117699219722,2021-07-01,0.03638156929307494
7289435138601868544,2021-07-01,0.021486440020649877
7289435138601868544,2021-07-01,0.01724356807227664
7289435138601868544,2021-07-01,0.01724356807227664
5042877476420217533,2021-07-01,0.04286364497547252
5042877476420217533,2021-07-01,0.0405439606816833
1299146298565441811,2021-07-01,0.07773733612309033
8376902089871279815,2021-07-01,0.02593103977263662
8376902089871279815,2021-07-01,0.02831146290473897
8376902089871279815,2021-07-01,0.031991491599918945
3997247264680905799,2021-07-01,0.008115837268248449
3997247264680905799,2021-07-01,0.008115837268248449
5029701292539093910,2021-07-01,0.15664353229249584
8733525963966339207,2021-07-01,0.6361359670248852
8733525963966339207,2021-07-01,0.6581598289795922
8733525963966339207,2021-07-01,0.6339479965399528
1454789421854453615,2021-07-01,0.048689273668162426
1454789421854453615,2021-07-01,0.1181526357325459
1454789421854453615,2021-07-01,0.08732438190372195
1454789421854453615,2021-07-01,0.16821604344770683
209477776078372134,2021-07-01,0.009675320311919186
209477776078372134,2021-07-01,0.009675320311919186
209477776078372134,2021-07-01,0.013095769284278134
209477776078372134,2021-07-01,0.019288850100860157
3156852928909455203,2021-07-01,0.0734840787686711
3156852928909455203,2021-07-01,0.0734840787686711
7590999900861381526,2021-07-01,0.4084250598223391
4556737702757145073,2021-07-01,0.02083321369399559
6545052034269841737,2021-07-01,0.005164310110838885
6545052034269841737,2021-07-01,0.010302030453250701
6545052034269841737,2021-07-01,0.348836764074061
6545052034269841737,2021-07-01,0.010647367732751812
6545052034269841737,2021-07-01,0.005939732427839619
6545052034269841737,2021-07-01,0.020269130830595502
3571198145319411787,2021-07-01,0.036098752149070386
3571198145319411787,2021-07-01,0.036098752149070386
3571198145319411787,2021-07-01,0.13055110995159258
3571198145319411787,2021-07-01,0.03719563075360026
8874257794774679816,2021-07-01,0.021841639023360317
2634859679238614382,2021-07-01,0.014952235156790566
2634859679238614382,2021-07-01,0.01920410895803002
2634859679238614382,2021-07-01,0.024323345085044093
2634859679238614382,2021-07-01,0.024323345085044093
2634859679238614382,2021-07-01,0.014952235156790566
2634859679238614382,2021-07-01,0.03645757451786968
2678966409665050034,2021-07-01,0.04184089761950954
2678966409665050034,2021-07-01,0.04289279643340536
2678966409665050034,2021-07-01,0.04318505343087212
2678966409665050034,2021-07-01,0.04337279091746933
2250817603281429928,2021-07-01,0.04718771601151291
2106875407768047316,2021-07-01,0.04275376876214088
7458891296671174680,2021-07-01,0.0729110651129073
8213533889694327948,2021-07-01,0.01747224367174942
8213533889694327948,2021-07-01,0.01747224367174942
8213533889694327948,2021-07-01,0.01747224367174942
6471448246085839373,2021-07-01,0.02631662133069459
2532435113844289043,2021-07-01,0.042739353957131306
2532435113844289043,2021-07-01,0.042739353957131306
2532435113844289043,2021-07-01,0.0439868507406915
2532435113844289043,2021-07-01,0.042739353957131306
2532435113844289043,2021-07-01,0.0439868507406915
2532435113844289043,2021-07-01,0.042739353957131306
2532435113844289043,2021-07-01,0.05186677399451782
2532435113844289043,2021-07-01,0.042739353957131306
2532435113844289043,2021-07-01,0.053689151778100186
2532435113844289043,2021-07-01,0.05523781384503994
2532435113844289043,2021-07-01,0.053689151778100186
3137879241768961145,2021-07-01,0.0010079737813600055
3137879241768961145,2021-07-01,0.0026132959765940555
3118152790263512426,2021-07-01,0.0061660371407097955
3118152790263512426,2021-07-01,0.008414560834247714
903093877129717133,2021-07-01,0.016513489989347114
903093877129717133,2021-07-01,0.016513489989347114
2645324649046215594,2021-07-01,0.017060929132191118
2645324649046215594,2021-07-01,0.012194577665685834
2645324649046215594,2021-07-01,0.034288642675670944
621182491555347581,2021-07-01,0.0497195062950193
621182491555347581,2021-07-01,0.02754501373968664
8706851346184249504,2021-07-01,0.018367751262051694
1343530446996409207,2021-07-01,0.027332323063533948
1343530446996409207,2021-07-01,0.03367415607233287
3977861004707764824,2021-07-01,0.04125744291065549
3977861004707764824,2021-07-01,0.034259937811400784
3977861004707764824,2021-07-01,0.04147955710192858
3977861004707764824,2021-07-01,0.036785263739309064
3977861004707764824,2021-07-01,0.04147955710192858
1156053485989336481,2021-07-01,0.20063741447416314
1156053485989336481,2021-07-01,0.22705946417237766
1156053485989336481,2021-07-01,0.9864341334552068
1156053485989336481,2021-07-01,0.22705946417237766
1156053485989336481,2021-07-01,0.3160484196464502
1156053485989336481,2021-07-01,0.30579265352310103
1156053485989336481,2021-07-01,0.3160484196464502
1118514612547157551,2021-07-01,0.12812327968438547
1118514612547157551,2021-07-01,0.09546840418941495
6817075905797098547,2021-07-01,0.008737872812850642
7930925883736021864,2021-07-01,0.023152283454090365
7930925883736021864,2021-07-01,0.0213276578070309
7930925883736021864,2021-07-01,0.025243569904287326
7930925883736021864,2021-07-01,0.025243569904287326
7930925883736021864,2021-07-01,0.021611446504823235
7930925883736021864,2021-07-01,0.025243569904287326
7930925883736021864,2021-07-01,0.032539218469168615
2451708306555441014,2021-07-01,0.01920127168680694
